epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr
0,0.057472143322229385,0.0005755026359111071,0.0,0.07907106727361679,0.13711871206760406,0.4012673600401453,0.64300838610768,0.3971864161381293,0.49105070679735907,0.6647329941862745,0.6401474761585929,0.6676906307288312,0.653629023141152,0.0009990232305719944
1,0.04495231434702873,0.0006444089813157916,0.0,0.07883349806070328,0.12443022429943085,0.4041004111112093,0.6252838794450495,0.41128675000810366,0.49619575801619004,0.6485587840165276,0.6357218584527896,0.6391517613833424,0.6374321960355878,0.0009960967771506667
2,0.04030797258019447,0.0006575591396540403,0.0,0.07761506736278534,0.11858059465885162,0.4080338061241281,0.6252160192065346,0.4182558805415393,0.5012119189889814,0.6539470051011737,0.6381628137925529,0.6535167945591652,0.6457485490674493,0.000991232189110701
3,0.037775687873363495,0.0006626928225159645,0.0,0.0771753340959549,0.11561371386051178,0.39085486638045097,0.6232663340048532,0.4022863070091085,0.48896858486370864,0.6426637011893837,0.6279602342108653,0.6513586394911811,0.6394454615158209,0.0009844486647586726
4,0.036186009645462036,0.0006646575639024377,0.0,0.07693953812122345,0.11379020661115646,0.41060823178165784,0.6335247101297937,0.41531696037860205,0.5017221651925865,0.6442115094104468,0.6298230278520442,0.6389035827430848,0.6343308095351045,0.000975772975566101
5,0.034823790192604065,0.0006654661265201867,0.0,0.07658498734235764,0.11207424104213715,0.4124826287545893,0.6265732167177813,0.4209354842195114,0.5035698512901705,0.6371171755090643,0.6219699643009494,0.6409817445170678,0.6313327579689537,0.0009652393605146845
6,0.033825475722551346,0.0006661510560661554,0.0,0.07607264816761017,0.11056427657604218,0.41308880411197435,0.621172456175483,0.42550593726702035,0.5050502041989946,0.6399340420495705,0.6221297532765289,0.6476715557487164,0.6346437703572467,0.0009528893909706797
7,0.03303995728492737,0.0006660846411250532,0.0,0.0755232498049736,0.10922929644584656,0.41533954203157336,0.6083893133145947,0.4354355976704736,0.5075839088941979,0.6359902699990885,0.6260355265044611,0.6317362797073445,0.6288729839949322,0.0009387718066217125
8,0.03231368213891983,0.0006649554707109928,0.0,0.07495660334825516,0.10793524235486984,0.4135466636752645,0.6221131006551214,0.4306814621127811,0.508993091843563,0.6390165411432078,0.6269066835290994,0.6424713868106823,0.6345936104914974,0.0009229423231234974
9,0.03161177411675453,0.0006643779342994094,0.0,0.07457014173269272,0.10684629529714584,0.42063637881649246,0.6052923823231924,0.4393901740661905,0.5091681173449133,0.6385975355832071,0.6156238117148101,0.643016399940544,0.6290220246593035,0.000905463412215599
10,0.03100849688053131,0.000663659127894789,0.0,0.07376423478126526,0.10543639212846756,0.41453788149930426,0.5980031994256327,0.4394333934803514,0.5065997807145546,0.6283376998979303,0.6140025415267945,0.6324134172323242,0.623072005372703,0.0008864040551740157
11,0.030499545857310295,0.0006633035955019295,0.0,0.07368691265583038,0.10484976321458817,0.4026508351955018,0.6079231963969204,0.4232045034629556,0.499018374755588,0.6244504385873325,0.6077889162409422,0.6385011354426988,0.6227666065456774,0.0008658394705735988
12,0.029967039823532104,0.000662280828692019,0.0,0.07274338603019714,0.10337270796298981,0.4159458305175617,0.5964742163657858,0.43856900519713454,0.5054766762343956,0.6355622405922519,0.6109537037612035,0.6468480073989661,0.6283886917699196,0.0008438508174347008
13,0.029537752270698547,0.0006618675542995334,0.0,0.07226354628801346,0.10246316343545914,0.41978868542178116,0.6107421688122558,0.43851498092943353,0.5104937156262223,0.6333862188096975,0.6108945837937805,0.6489454821714644,0.629345408112981,0.0008205248749256015
14,0.02906547300517559,0.000660303863696754,0.0,0.07171642780303955,0.10144220292568207,0.4254090801546512,0.6030216815460016,0.4416916078702553,0.5098999291020865,0.6368143895163368,0.6028669940116127,0.6524632941914813,0.6266854047394653,0.0007959536998847743
15,0.028623981401324272,0.0006591408746317029,0.0,0.07096640765666962,0.1002495288848877,0.4241786197352943,0.5991858453942495,0.44839095312347904,0.5129352095131923,0.6291528916880621,0.6008327242419788,0.6537349914944921,0.6261684737222257,0.0007702342635146033
16,0.028239119797945023,0.0006586774834431708,0.0,0.070644810795784,0.09954261034727097,0.41879316163661884,0.586121787164708,0.4403518060312692,0.5028863659875509,0.6252605289471475,0.6037594073752974,0.6373680820492493,0.6201086975785324,0.000743468068680349
17,0.02787563018500805,0.0006581249181181192,0.0,0.06983941793441772,0.0983731746673584,0.41047627370160217,0.6030703175713238,0.4232430792070215,0.49740233146809276,0.639322420921121,0.6110508727375954,0.6390196369882244,0.624722371802466,0.0007157607493247109
18,0.027540097013115883,0.0006572091369889677,0.0,0.06935171037912369,0.09754901379346848,0.40107164621986385,0.59601218600362,0.4205681191991443,0.49315085646345735,0.6258401039314212,0.5942430814627838,0.6467982995985299,0.6194078948594385,0.0006872216535789157
19,0.027056105434894562,0.0006558116292580962,0.0,0.06863941997289658,0.09635134041309357,0.4161121135607363,0.608586821784926,0.4294605136627373,0.5035685756650249,0.6355261856173898,0.6227020333988629,0.6282349832367173,0.6254562720766761,0.0006579634122155991
20,0.026730097830295563,0.0006549906684085727,0.0,0.06799755990505219,0.09538264572620392,0.41679387629771736,0.5990611367964193,0.4353275491350715,0.5042356321382413,0.636115641950835,0.6101537260025435,0.6324794794298833,0.6211160450359907,0.0006281014941466031
21,0.026287201792001724,0.0006542656337842345,0.0,0.06728096306324005,0.09422242641448975,0.41157698380799773,0.5957719894786846,0.43485213557930225,0.5027491898242905,0.6338594036371371,0.6164294661527195,0.6283505920824456,0.6223329454414375,0.0005977537507199337
22,0.026012957096099854,0.0006534515414386988,0.0,0.06665414571762085,0.09332055598497391,0.425640676013921,0.6146771872863099,0.4373696664541712,0.5110820975787438,0.6404871184193606,0.6236820823821367,0.6298369915275231,0.6267444263325122,0.0005670399506143307
23,0.02565200999379158,0.0006529791280627251,0.0,0.06654015183448792,0.0928451418876648,0.41699024068449575,0.6282836665390283,0.4288014175967845,0.5097204206321532,0.6450379615152656,0.6131081025293026,0.6535037738030356,0.6326617746745158,0.0005360813071670102
24,0.025249997153878212,0.0006513069965876639,0.0,0.06543131917715073,0.09133262187242508,0.42343420522581876,0.6053592177349394,0.4410000972436819,0.5102711278370412,0.6389110368535558,0.5998129849186513,0.6571204538566183,0.627160307331609,0.0005050000000000001
25,0.024967143312096596,0.0006507111247628927,0.0,0.06488902866840363,0.09050688147544861,0.4188219169288858,0.598059582173027,0.4376397877926765,0.5054259493046663,0.6345170983183978,0.6026001402569264,0.6472485415883095,0.6241268524864557,0.0004739186928329898
26,0.024527017027139664,0.0006493080873042345,0.0,0.06406697630882263,0.08924330025911331,0.417942710016215,0.6194956604490526,0.43245345809337554,0.5093460052635179,0.6420796247265257,0.6162634785786286,0.6501638029208494,0.6327599107933111,0.0004429600493856694
27,0.024150408804416656,0.0006485909107141197,0.0,0.06347496807575226,0.08827397227287292,0.42747339396551937,0.6065383828442803,0.4479043986558762,0.5152886707481048,0.6392198811090396,0.6184717169401523,0.6505970371104395,0.6341277654084116,0.0004122462492800664
28,0.023851357400417328,0.000647741777356714,0.0,0.06294497847557068,0.08744408190250397,0.4149344044090627,0.6066434303868147,0.43580296269084073,0.5072241719384304,0.6389389539759248,0.6066405247322063,0.6496975605794043,0.6274312204256184,0.0003818985058533969
